 ,ICT,ICU,ICUN,ICD,ICUJ,ICC,ICW,CBO,TA,PUBA,PRIA,PROA,DA,LCOM5,JAXTL,JAXCL,JACD,JAXNC,JAXID,JAXII,JAXAC,JAXAM,NOC,TNE,JEC,CEC,JCKE,RTE,ERR,DIT,TM,EDM,ORM,OLM,ORR,OLR,ORMNA,ECORM,EOLM,AOLM,OOM,OMSC
Fixed 24 : TarUtils,7,5,2,0,0,0,0,3,3,0,1,0,2,0.8241852487135506,569,262,1,0,0,0,0,0,0,15,15,0,6,9,0,1,31,19,0,2,0.0,0.06451613,0,0,0,0,0.0,0.0
Fixed 25 : ZipArchiveInputStream,19,15,4,0,0,0,0,20,32,0,32,0,0,0.9314802844214609,952,336,3,2,0,0,0,0,1,42,39,3,36,3,0,5,53,29,10,0,0.18867925,0.0,0,0,0,0,0.33333334,0.0
Fixed 26 : IOUtils,5,5,0,0,0,0,0,0,2,0,2,0,0,0.8095238095238095,190,95,1,0,0,0,0,0,0,8,8,0,7,1,0,1,19,7,0,2,0.0,0.10526316,0,0,0,0,0.0,0.0
Fixed 27 : TarUtils,7,5,2,0,0,0,0,3,3,0,1,0,2,0.8241852487135506,565,262,1,0,0,0,0,0,0,14,14,0,6,8,0,1,31,19,0,2,0.0,0.06451613,0,0,0,0,0.0,0.0
Fixed 28 : TarArchiveInputStream,13,13,0,0,0,0,0,11,10,0,10,0,0,0.9225531914893617,621,249,1,0,0,0,0,0,0,19,19,0,17,2,0,5,52,25,7,0,0.13461539,0.0,0,1,0,0,0.0,0.0
Fixed 29 : ArchiveStreamFactory,18,18,0,0,0,0,0,18,10,8,2,0,0,0.65,391,148,1,0,0,0,0,0,0,19,9,10,2,7,0,1,17,5,0,1,0.0,0.05882353,0,0,0,0,0.0,0.0
Fixed 30 : BZip2CompressorInputStream,3,3,0,0,0,0,0,5,48,0,33,0,15,0.9165649165649166,886,151,2,1,0,1,0,0,0,48,48,0,42,6,0,6,55,26,3,0,0.054545455,0.0,0,0,0,0,0.5,0.0
Fixed 31 : TarUtils,7,5,2,0,0,0,0,3,3,0,1,0,2,0.8321678321678322,564,262,1,0,0,0,0,0,0,14,14,0,6,8,0,1,31,19,0,2,0.0,0.06451613,0,0,0,0,0.0,0.0
Fixed 32 : TarArchiveInputStream,13,13,0,0,0,0,0,11,11,0,10,0,1,0.9304610733182161,650,266,1,0,0,0,0,0,0,19,19,0,17,2,0,5,52,27,9,0,0.17307693,0.0,0,2,0,0,0.0,0.0
Fixed 33 : CompressorStreamFactory,20,20,0,0,0,0,0,20,11,9,2,0,0,0.6923076923076923,326,144,1,0,0,0,0,0,0,17,8,9,3,5,0,1,17,5,0,1,0.0,0.05882353,0,0,0,0,0.0,0.0
Fixed 34 : X7875_NewUnix,6,3,3,0,0,0,0,4,7,0,7,0,0,0.8823529411764706,304,177,1,0,0,3,0,0,0,3,3,0,3,0,0,4,25,17,11,0,0.44,0.0,7,1,0,0,0.0,0.09090909
Fixed 35 : TarUtils,7,5,2,0,0,0,0,3,3,0,1,0,2,0.833041958041958,550,252,1,0,0,0,0,0,0,14,14,0,6,8,0,1,31,19,0,2,0.0,0.06451613,0,0,0,0,0.0,0.0
Fixed 36 : SevenZFile,18,18,0,0,0,0,0,17,10,0,8,0,2,0.8647550776583035,932,127,1,0,0,1,0,0,0,60,60,0,59,1,0,3,38,27,2,2,0.05263158,0.05263158,0,0,0,0,0.0,0.0
Fixed 37 : TarArchiveInputStream,13,13,0,0,0,0,0,11,12,0,11,0,1,0.9331456720619282,688,281,1,0,0,0,0,0,0,21,21,0,19,2,0,5,54,29,9,0,0.16666667,0.0,0,2,0,0,0.0,0.0
Fixed 38 : TarArchiveEntry,8,8,0,0,0,0,0,6,26,4,22,0,0,0.9622895622895623,1120,579,1,0,0,2,0,0,0,13,13,0,8,5,0,3,75,66,7,6,0.093333334,0.08,1,0,0,4,0.16666667,0.0
Fixed 39 : ArchiveUtils,3,3,0,0,0,0,0,3,1,0,1,0,0,0.7991452991452992,277,132,1,0,0,0,0,0,0,8,8,0,4,4,0,1,25,13,0,5,0.0,0.2,0,0,0,0,0.0,0.0
Fixed 40 : BitInputStream,4,4,0,0,0,0,0,0,6,0,6,0,0,0.6222222222222222,128,27,1,0,0,1,0,0,1,3,3,0,2,1,0,3,15,3,1,0,0.06666667,0.0,0,0,0,0,0.0,0.0
Fixed 41 : ZipArchiveInputStream,21,17,4,0,0,0,0,22,33,0,32,0,1,0.9338509316770186,1005,371,3,2,0,0,0,0,1,43,40,3,37,3,0,5,54,30,10,0,0.18518518,0.0,0,0,0,0,0.33333334,0.0
Fixed 42 : UnixStat,0,0,0,0,0,0,0,0,8,8,0,0,0,-1.0,62,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0
Fixed 43 : ZipArchiveOutputStream,32,21,11,0,0,0,0,24,79,7,62,2,8,0.9595238095238096,1488,641,4,3,0,0,0,0,1,56,51,5,48,3,0,6,77,59,9,3,0.116883114,0.038961038,0,0,0,0,0.11111111,0.0
Fixed 44 : ChecksumCalculatingInputStream,3,3,0,0,0,0,0,0,2,0,2,0,0,0.55,93,28,1,0,0,0,0,0,0,6,6,0,4,2,0,4,28,5,4,0,0.14285715,0.0,0,0,0,0,0.5,0.0
Fixed 45 : TarUtils,7,5,2,0,0,0,0,3,3,0,1,0,2,0.8297682709447416,557,255,1,0,0,0,0,0,0,15,15,0,6,9,0,1,28,19,3,2,0.10714286,0.071428575,0,0,0,0,0.0,0.0
Fixed 46 : X5455_ExtendedTimestamp,3,3,0,0,0,0,0,5,12,3,9,0,0,0.9021739130434783,555,337,1,0,0,3,0,0,0,4,4,0,3,1,0,4,40,32,11,0,0.275,0.0,0,0,0,0,0.0,0.09090909
Fixed 47 : ZipArchiveInputStream,22,18,4,0,0,0,0,23,33,0,32,0,1,0.9362573099415205,1051,381,3,2,0,0,0,0,1,44,40,4,37,3,0,5,55,31,10,0,0.18181819,0.0,0,0,0,0,0.33333334,0.0
